,Unnamed: 0,movie_name,movie_rank,movie_year,movie_dir,critic_name,critic_org,critic_cn
861,861, Dogville ,2,2003,Lars von Trier,Andreas Kilb,Frankfurter Allgemeine Zeitung,Germany
862,862, Ten ,3,2002,Abbas Kiarostami,Andreas Kilb,Frankfurter Allgemeine Zeitung,Germany
863,863, The White Ribbon ,4,2009,Michael Haneke,Andreas Kilb,Frankfurter Allgemeine Zeitung,Germany
864,864, The Circle ,5,2000,Jafar Panahi,Andreas Kilb,Frankfurter Allgemeine Zeitung,Germany
865,865, Bad Education ,6,2005,Pedro Almodóvar,Andreas Kilb,Frankfurter Allgemeine Zeitung,Germany
866,866, Rust and Bone ,7,2012,Jacques Audiard,Andreas Kilb,Frankfurter Allgemeine Zeitung,Germany
867,867, 5x2 ,8,2004,François Ozon,Andreas Kilb,Frankfurter Allgemeine Zeitung,Germany
868,868, Russian Ark ,9,2002,Aleksandr Sokurov,Andreas Kilb,Frankfurter Allgemeine Zeitung,Germany
869,869, Far From Heaven ,10,2002,Todd Haynes,Andreas Kilb,Frankfurter Allgemeine Zeitung,Germany
870,870, The Last of the Unjust ,1,2013,Claude Lanzmann,Uri Klein,Haaretz,Israel
871,871, Once Upon a Time in Anatolia ,2,2011,Nuri Bilge Ceylan,Uri Klein,Haaretz,Israel
872,872," 4 Months, 3 Weeks & 2 Days ",3,2007,Cristian Mungiu,Uri Klein,Haaretz,Israel
873,873," Police, Adjective ",4,2009,Corneliu Porumboiu,Uri Klein,Haaretz,Israel
874,874, Far From Heaven ,5,2002,Todd Haynes,Uri Klein,Haaretz,Israel
875,875, The Pianist ,6,2002,Roman Polanski,Uri Klein,Haaretz,Israel
876,876, Winter Sleep ,7,2014,Nuri Bilge Ceylan,Uri Klein,Haaretz,Israel
877,877, Brokeback Mountain ,8,2005,Ang Lee,Uri Klein,Haaretz,Israel
878,878, A Separation ,9,2011,Asghar Farhadi,Uri Klein,Haaretz,Israel
879,879, Goodbye to Language ,10,2014,Jean-Luc Godard,Uri Klein,Haaretz,Israel
880,880, Boyhood ,1,2014,Richard Linklater,Eric Kohn,IndieWire,US
881,881, Holy Motors ,2,2012,Leos Carax,Eric Kohn,IndieWire,US
882,882, Eternal Sunshine of the Spotless Mind ,3,2004,Michel Gondry,Eric Kohn,IndieWire,US
883,883, Uncle Boonmee Who Can Recall His Past Lives ,4,2010,Apichatpong Weerasethakul,Eric Kohn,IndieWire,US
884,884, Enter the Void ,5,2009,Gaspar Noé,Eric Kohn,IndieWire,US
885,885, Son of Saul ,6,2015,László Nemes,Eric Kohn,IndieWire,US
886,886, Leviathan ,7,2014,Andrey Zvyagintsev,Eric Kohn,IndieWire,US
887,887, The Act of Killing ,8,2012,Joshua Oppenheimer,Eric Kohn,IndieWire,US
888,888, 12 Years a Slave ,9,2013,Steve McQueen,Eric Kohn,IndieWire,US
889,889, Idiocracy ,10,2006,Mike Judge,Eric Kohn,IndieWire,US
890,890, Spirited Away ,1,2001,Hayao Miyazaki,Dan Kois,Slate,US
891,891, Yi Yi: A One and a Two ,2,2000,Edward Yang,Dan Kois,Slate,US
892,892, Before Sunset ,3,2004,Richard Linklater,Dan Kois,Slate,US
893,893, You Can Count On Me ,4,2000,Kenneth Lonergan,Dan Kois,Slate,US
894,894, Inside Out ,5,2015,Pete Docter,Dan Kois,Slate,US
895,895, Morvern Callar ,6,2012,Lynne Ramsay,Dan Kois,Slate,US
896,896, Stories We Tell ,7,2012,Sarah Polley,Dan Kois,Slate,US
897,897, Animal Kingdom ,8,2010,David Michôd,Dan Kois,Slate,US
898,898, Attack the Block ,9,2011,Joe Cornish,Dan Kois,Slate,US
899,899, Jackass 3D ,10,2010,Jeff Tremaine,Dan Kois,Slate,US
900,900, Mulholland Drive ,1,2001,David Lynch,Michael Koresky,The Film Society of Lincoln Center,US
901,901, AI: Artificial Intelligence ,2,2001,Steven Spielberg,Michael Koresky,The Film Society of Lincoln Center,US
902,902, The Tree of Life ,3,2011,Terrence Malick,Michael Koresky,The Film Society of Lincoln Center,US
903,903, Syndromes and a Century ,4,2006,Apichatpong Weerasethakul,Michael Koresky,The Film Society of Lincoln Center,US
904,904, What Time Is It There? ,5,2001,Tsai Ming-liang,Michael Koresky,The Film Society of Lincoln Center,US
905,905, The Intruder ,6,2004,Claire Denis,Michael Koresky,The Film Society of Lincoln Center,US
906,906, The Son ,7,2002,Jean-Pierre and Luc Dardenne,Michael Koresky,The Film Society of Lincoln Center,US
907,907, Before Sunset ,8,2004,Richard Linklater,Michael Koresky,The Film Society of Lincoln Center,US
908,908, The Headless Woman ,9,2008,Lucrecia Martel,Michael Koresky,The Film Society of Lincoln Center,US
909,909, Femme Fatale ,10,2002,Brian De Palma,Michael Koresky,The Film Society of Lincoln Center,US
910,910, A Separation ,1,2011,Asghar Farhadi,Tomris Laffly,Freelance film critic,US
911,911, Brooklyn ,2,2015,John Crowley,Tomris Laffly,Freelance film critic,US
912,912, Inside Llewyn Davis ,3,2013,Joel and Ethan Coen,Tomris Laffly,Freelance film critic,US
913,913, You Can Count On Me ,4,2000,Kenneth Lonergan,Tomris Laffly,Freelance film critic,US
914,914, Vera Drake ,5,2004,Mike Leigh,Tomris Laffly,Freelance film critic,US
915,915, Letters From Iwo Jima ,6,2006,Clint Eastwood,Tomris Laffly,Freelance film critic,US
916,916, Nebraska ,7,2013,Alexander Payne,Tomris Laffly,Freelance film critic,US
917,917, The Magdalene Sisters ,8,2002,Peter Mullan,Tomris Laffly,Freelance film critic,US
918,918, Stories We Tell ,9,2012,Sarah Polley,Tomris Laffly,Freelance film critic,US
919,919, Father of My Children ,10,2009,Mia Hansen-Løve,Tomris Laffly,Freelance film critic,US
920,920, The Lives of Others ,1,2006,Florian Henckel von Donnersmarck,Rebecca Laurence,BBC Culture,UK
921,921, The Act of Killing ,2,2012,Joshua Oppenheimer,Rebecca Laurence,BBC Culture,UK
922,922, Fish Tank ,3,2009,Andrea Arnold,Rebecca Laurence,BBC Culture,UK
923,923, Good Night and Good Luck ,4,2005,George Clooney,Rebecca Laurence,BBC Culture,UK
924,924, The White Ribbon ,5,2009,Michael Haneke,Rebecca Laurence,BBC Culture,UK
925,925, The Consequences of Love ,6,2004,Paolo Sorrentino,Rebecca Laurence,BBC Culture,UK
926,926, No Country For Old Men ,7,2007,Joel and Ethan Coen,Rebecca Laurence,BBC Culture,UK
927,927, A Separation ,8,2011,Asghar Farhadi,Rebecca Laurence,BBC Culture,UK
928,928, Ratatouille ,9,2007,Brad Bird and Jan Pinkava,Rebecca Laurence,BBC Culture,UK
929,929, In the Mood for Love ,10,2000,Wong Kar-wai,Rebecca Laurence,BBC Culture,UK
930,930, Children of Men ,1,2006,Alfonso Cuarón,Richard Lawson,Vanity Fair,US
931,931, No Country For Old Men ,2,2007,Joel and Ethan Coen,Richard Lawson,Vanity Fair,US
932,932, Before Sunset ,3,2004,Richard Linklater,Richard Lawson,Vanity Fair,US
933,933, Summer Hours ,4,2008,Olivier Assayas,Richard Lawson,Vanity Fair,US
934,934, Eternal Sunshine of the Spotless Mind ,5,2004,Michel Gondry,Richard Lawson,Vanity Fair,US
935,935, Wet Hot American Summer ,6,2001,David Wain,Richard Lawson,Vanity Fair,US
936,936, Cast Away ,7,2000,Robert Zemeckis,Richard Lawson,Vanity Fair,US
937,937, Caché ,8,2005,Michael Haneke,Richard Lawson,Vanity Fair,US
938,938, Traffic ,9,2000,Steven Soderbergh,Richard Lawson,Vanity Fair,US
939,939, Weekend ,10,2011,Andrew Haigh,Richard Lawson,Vanity Fair,US
940,940, Yi Yi: A One and a Two ,1,2000,Edward Yang,Maggie Lee,Variety,Hong Kong
941,941, Café Lumière ,2,2003,Hou Hsiao-hsien,Maggie Lee,Variety,Hong Kong
942,942," 4 Months, 3 Weeks & 2 Days ",3,2007,Cristian Mungiu,Maggie Lee,Variety,Hong Kong
943,943, The White Ribbon ,4,2009,Michael Haneke,Maggie Lee,Variety,Hong Kong
944,944, In the Mood for Love ,5,2000,Wong Kar-wai,Maggie Lee,Variety,Hong Kong
945,945, Millennium Actress ,6,2001,Satoshi Kon,Maggie Lee,Variety,Hong Kong
946,946, Spirited Away ,7,2001,Hayao Miyazaki,Maggie Lee,Variety,Hong Kong
947,947, A Separation ,8,2011,Asghar Farhadi,Maggie Lee,Variety,Hong Kong
948,948, 35 Shots of Rum ,9,2008,Claire Denis,Maggie Lee,Variety,Hong Kong
949,949, Toni Erdmann ,10,2016,Maren Ade,Maggie Lee,Variety,Hong Kong
950,950, The Grand Budapest Hotel ,1,2014,Wes Anderson,Anastasiya Lelyukh,Front Row Filmed Entertainment,UAE
951,951, Brooklyn ,2,2015,John Crowley,Anastasiya Lelyukh,Front Row Filmed Entertainment,UAE
952,952, Mad Max: Fury Road ,3,2015,George Miller,Anastasiya Lelyukh,Front Row Filmed Entertainment,UAE
953,953, Pan's Labyrinth ,4,2006,Guillermo Del Toro,Anastasiya Lelyukh,Front Row Filmed Entertainment,UAE
954,954, Hotel Rwanda ,5,2004,Terry George,Anastasiya Lelyukh,Front Row Filmed Entertainment,UAE
955,955, Silver Linings Playbook ,6,2012,David O. Russell,Anastasiya Lelyukh,Front Row Filmed Entertainment,UAE
956,956, Birdman ,7,2014,Alejandro González Iñárritu,Anastasiya Lelyukh,Front Row Filmed Entertainment,UAE
957,957, Inception ,8,2010,Christopher Nolan,Anastasiya Lelyukh,Front Row Filmed Entertainment,UAE
958,958, The Curious Case of Benjamin Button ,9,2008,David Fincher,Anastasiya Lelyukh,Front Row Filmed Entertainment,UAE
959,959, Inglourious Basterds ,10,2009,Quentin Tarantino,Anastasiya Lelyukh,Front Row Filmed Entertainment,UAE
960,960, Moulin Rouge! ,1,2001,Baz Luhrmann,Guy Lodge,Variety/The Observer,UK
961,961, White Material ,2,2009,Claire Denis,Guy Lodge,Variety/The Observer,UK
962,962, Birth ,3,2004,Jonathan Glazer,Guy Lodge,Variety/The Observer,UK
963,963, Eternal Sunshine of the Spotless Mind ,4,2004,Michel Gondry,Guy Lodge,Variety/The Observer,UK
964,964, Talk to Her ,5,2002,Pedro Almodóvar,Guy Lodge,Variety/The Observer,UK
965,965, Wendy and Lucy ,6,2008,Kelly Reichardt,Guy Lodge,Variety/The Observer,UK
966,966, Spirited Away ,7,2001,Hayao Miyazaki,Guy Lodge,Variety/The Observer,UK
967,967, Gravity ,8,2013,Alfonso Cuarón,Guy Lodge,Variety/The Observer,UK
968,968, Tabu ,9,2012,Miguel Gomes,Guy Lodge,Variety/The Observer,UK
969,969, Weekend ,10,2011,Andrew Haigh,Guy Lodge,Variety/The Observer,UK
970,970, In the Mood for Love ,1,2000,Wong Kar-wai,Mario Naito López,Cuban Film Press Association,Cuba
971,971," Spring, Summer, Fall, Winter…and Spring ",2,2003,Kim Ki-duk,Mario Naito López,Cuban Film Press Association,Cuba
972,972, A History of Violence ,3,2005,David Cronenberg,Mario Naito López,Cuban Film Press Association,Cuba
973,973, Talk to Her ,4,2002,Pedro Almodóvar,Mario Naito López,Cuban Film Press Association,Cuba
974,974, Carol ,5,2015,Todd Haynes,Mario Naito López,Cuban Film Press Association,Cuba
975,975, Melancholia ,6,2011,Lars von Trier,Mario Naito López,Cuban Film Press Association,Cuba
976,976, The White Ribbon ,7,2009,Michael Haneke,Mario Naito López,Cuban Film Press Association,Cuba
977,977, The Return ,8,2003,Andrey Zvyagintsev,Mario Naito López,Cuban Film Press Association,Cuba
978,978, The Child ,9,2005,Jean-Pierre and Luc Dardenne,Mario Naito López,Cuban Film Press Association,Cuba
979,979, Silent Light ,10,2007,Carlos Reygadas,Mario Naito López,Cuban Film Press Association,Cuba
980,980, In the Mood for Love ,1,2000,Wong Kar-wai,Verena Lueken,Frankfurter Allgemeine Zeitung,Germany
981,981, Tropical Malady ,2,2004,Apichatpong Weerasethakul,Verena Lueken,Frankfurter Allgemeine Zeitung,Germany
982,982, Mulholland Drive ,3,2001,David Lynch,Verena Lueken,Frankfurter Allgemeine Zeitung,Germany
983,983, The Assassin ,4,2015,Hou Hsiao-hsien,Verena Lueken,Frankfurter Allgemeine Zeitung,Germany
984,984, Shame ,5,2011,Steve McQueen,Verena Lueken,Frankfurter Allgemeine Zeitung,Germany
985,985, Spirited Away ,6,2001,Hayao Miyazaki,Verena Lueken,Frankfurter Allgemeine Zeitung,Germany
986,986, The Hurt Locker ,7,2008,Kathryn Bigelow,Verena Lueken,Frankfurter Allgemeine Zeitung,Germany
987,987, Toni Erdmann ,8,2016,Maren Ade,Verena Lueken,Frankfurter Allgemeine Zeitung,Germany
988,988, Winter's Bone ,9,2010,Debra Granik,Verena Lueken,Frankfurter Allgemeine Zeitung,Germany
989,989, A Prophet ,10,2009,Jacques Audiard,Verena Lueken,Frankfurter Allgemeine Zeitung,Germany
990,990, Moon ,1,2009,Duncan Jones,Fiona Macdonald,BBC Culture,UK
991,991, The Great Beauty ,2,2013,Paolo Sorrentino,Fiona Macdonald,BBC Culture,UK
992,992, The Lives of Others ,3,2006,Florian Henckel von Donnersmarck,Fiona Macdonald,BBC Culture,UK
993,993, In the Mood for Love ,4,2000,Wong Kar-wai,Fiona Macdonald,BBC Culture,UK
994,994, The Taste of Others ,5,2000,Agnès Jaoui,Fiona Macdonald,BBC Culture,UK
995,995, Wild Tales ,6,2014,Damián Szifrón,Fiona Macdonald,BBC Culture,UK
996,996, Bridesmaids ,7,2011,Paul Feig,Fiona Macdonald,BBC Culture,UK
997,997, Eternal Sunshine of the Spotless Mind ,8,2004,Michel Gondry,Fiona Macdonald,BBC Culture,UK
998,998," O Brother, Where Art Thou? ",9,2000,Joel and Ethan Coen,Fiona Macdonald,BBC Culture,UK
999,999, Inglourious Basterds ,10,2009,Quentin Tarantino,Fiona Macdonald,BBC Culture,UK
1000,1000, Once Upon a Time in Anatolia ,1,2011,Nuri Bilge Ceylan,Laya Maheshwari,Freelance film critic,India
1001,1001, The Assassination of Jesse James by the Coward Robert Ford ,2,2007,Andrew Dominik,Laya Maheshwari,Freelance film critic,India
1002,1002, The Social Network ,3,2010,David Fincher,Laya Maheshwari,Freelance film critic,India
1003,1003, The Grand Budapest Hotel ,4,2014,Wes Anderson,Laya Maheshwari,Freelance film critic,India
1004,1004, The Lord of the Rings: The Fellowship of the Ring ,5,2001,Peter Jackson,Laya Maheshwari,Freelance film critic,India
1005,1005, The Tree of Life ,6,2011,Terrence Malick,Laya Maheshwari,Freelance film critic,India
1006,1006, Holy Motors ,7,2012,Leos Carax,Laya Maheshwari,Freelance film critic,India
1007,1007, Timbuktu ,8,2014,Abderrahmane Sissako,Laya Maheshwari,Freelance film critic,India
1008,1008, No ,9,2012,Pablo Larraín,Laya Maheshwari,Freelance film critic,India
1009,1009, Pan's Labyrinth ,10,2006,Guillermo Del Toro,Laya Maheshwari,Freelance film critic,India
1010,1010, Moolaadé ,1,2004,Ousmane Sembène,[],AfricAvenir.org,Namibia
1011,1011, Days of Glory ,2,2006,Rachid Bouchareb,[],AfricAvenir.org,Namibia
1012,1012, Timbuktu ,3,2014,Abderrahmane Sissako,[],AfricAvenir.org,Namibia
1013,1013, Making Of ,4,2006,Nouri Bouzid,[],AfricAvenir.org,Namibia
1014,1014, House of Flying Daggers ,5,2004,Zhang Yimou,[],AfricAvenir.org,Namibia
1015,1015, City of God ,6,2002,Fernando Meirelles and Kátia Lund,[],AfricAvenir.org,Namibia
1016,1016, Miners Shot Down ,7,2014,Rehad Desai,[],AfricAvenir.org,Namibia
1017,1017, 678 ,8,2010,Mohamed Diab,[],AfricAvenir.org,Namibia
1018,1018, Hijack Stories ,9,2000,Oliver Schmitz,[],AfricAvenir.org,Namibia
1019,1019, Waltz with Bashir ,10,2008,Ari Folman,[],AfricAvenir.org,Namibia
1020,1020, No Country For Old Men ,1,2007,Joel and Ethan Coen,Ben Mankiewicz,Turner Classic Movies,US
1021,1021, Spotlight ,2,2015,Tom McCarthy,Ben Mankiewicz,Turner Classic Movies,US
1022,1022, United 93 ,3,2006,Paul Greengrass,Ben Mankiewicz,Turner Classic Movies,US
1023,1023, The Gatekeepers ,4,2012,Dror Moreh,Ben Mankiewicz,Turner Classic Movies,US
1024,1024, Sexy Beast ,5,2000,Jonathan Glazer,Ben Mankiewicz,Turner Classic Movies,US
1025,1025, A Separation ,6,2011,Asghar Farhadi,Ben Mankiewicz,Turner Classic Movies,US
1026,1026, Memento ,7,2000,Christopher Nolan,Ben Mankiewicz,Turner Classic Movies,US
1027,1027, Letters From Iwo Jima ,8,2006,Clint Eastwood,Ben Mankiewicz,Turner Classic Movies,US
1028,1028, Anchorman: The Legend of Ron Burgundy ,9,2004,Adam McKay,Ben Mankiewicz,Turner Classic Movies,US
1029,1029, The Wrestler ,10,2008,Darren Aronofsky,Ben Mankiewicz,Turner Classic Movies,US
1030,1030, Los Angeles Plays Itself ,1,2003,Thom Andersen,Calum Marsh,Freelance film critic,Canada
1031,1031, Mulholland Drive ,2,2001,David Lynch,Calum Marsh,Freelance film critic,Canada
1032,1032, Goodbye to Language ,3,2014,Jean-Luc Godard,Calum Marsh,Freelance film critic,Canada
1033,1033, Millennium Mambo ,4,2001,Hou Hsiao-hsien,Calum Marsh,Freelance film critic,Canada
1034,1034, Margaret ,5,2011,Kenneth Lonergan,Calum Marsh,Freelance film critic,Canada
1035,1035, Crank ,6,2006,Mark Neveldine and Brian Taylor,Calum Marsh,Freelance film critic,Canada
1036,1036, The Forest for the Trees ,7,2003,Maren Ade,Calum Marsh,Freelance film critic,Canada
1037,1037, Miami Vice ,8,2006,Michael Mann,Calum Marsh,Freelance film critic,Canada
1038,1038, Woman on the Beach ,9,2006,Hong Sang-soo,Calum Marsh,Freelance film critic,Canada
1039,1039, The Son ,10,2002,Jean-Pierre and Luc Dardenne,Calum Marsh,Freelance film critic,Canada
1040,1040, Yi Yi: A One and a Two ,1,2000,Edward Yang,Lee Marshall,Screen International,Italy
1041,1041, The White Ribbon ,2,2009,Michael Haneke,Lee Marshall,Screen International,Italy
1042,1042, Fish Tank ,3,2009,Andrea Arnold,Lee Marshall,Screen International,Italy
1043,1043, Spirited Away ,4,2001,Hayao Miyazaki,Lee Marshall,Screen International,Italy
1044,1044, Timbuktu ,5,2014,Abderrahmane Sissako,Lee Marshall,Screen International,Italy
1045,1045," 4 Months, 3 Weeks & 2 Days ",6,2007,Cristian Mungiu,Lee Marshall,Screen International,Italy
1046,1046, No Country For Old Men ,7,2007,Joel and Ethan Coen,Lee Marshall,Screen International,Italy
1047,1047, Silent Souls ,8,2010,Aleksey Fedorchenko,Lee Marshall,Screen International,Italy
1048,1048, A Separation ,9,2011,Asghar Farhadi,Lee Marshall,Screen International,Italy
1049,1049, Nostalgia for the Light ,10,2010,Patricio Guzmán,Lee Marshall,Screen International,Italy
1050,1050, Holy Motors ,1,2012,Leos Carax,Adrian Martin,Lola Magazine,Australia
1051,1051, Lifeline ,2,2002,Víctor Erice,Adrian Martin,Lola Magazine,Australia
1052,1052, Certified Copy ,3,2010,Abbas Kiarostami,Adrian Martin,Lola Magazine,Australia
1053,1053, Kung Fu Hustle ,4,2004,Stephen Chow,Adrian Martin,Lola Magazine,Australia
1054,1054, Instructions for a Light and Sound Machine ,5,2005,Peter Tscherkassky,Adrian Martin,Lola Magazine,Australia
1055,1055, Un lac ,6,2008,Philippe Grandrieux,Adrian Martin,Lola Magazine,Australia
1056,1056, Detention ,7,2011,Joseph Kahn,Adrian Martin,Lola Magazine,Australia
1057,1057, A Vingança de Uma Mulher ,8,2012,Rita Azevedo Gomes,Adrian Martin,Lola Magazine,Australia
1058,1058, Mia Madre ,9,2015,Nanni Moretti,Adrian Martin,Lola Magazine,Australia
1059,1059, Femme Fatale ,10,2002,Brian De Palma,Adrian Martin,Lola Magazine,Australia
1060,1060, The Wolf of Wall Street ,1,2013,Martin Scorsese,Antonio Martínez,El Mercurio,Chile
1061,1061, No Country For Old Men ,2,2007,Joel and Ethan Coen,Antonio Martínez,El Mercurio,Chile
1062,1062, Spirited Away ,3,2001,Hayao Miyazaki,Antonio Martínez,El Mercurio,Chile
1063,1063, Million Dollar Baby ,4,2004,Clint Eastwood,Antonio Martínez,El Mercurio,Chile
1064,1064, The Ghost Writer ,5,2010,Roman Polanski,Antonio Martínez,El Mercurio,Chile
1065,1065, The Son's Room ,6,2001,Nanni Moretti,Antonio Martínez,El Mercurio,Chile
1066,1066, A History of Violence ,7,2005,David Cronenberg,Antonio Martínez,El Mercurio,Chile
1067,1067, Talk to Her ,8,2002,Pedro Almodóvar,Antonio Martínez,El Mercurio,Chile
1068,1068, Before the Devil Knows You're Dead ,9,2007,Sidney Lumet,Antonio Martínez,El Mercurio,Chile
1069,1069, Match Point ,10,2005,Woody Allen,Antonio Martínez,El Mercurio,Chile
1070,1070, Carlos ,1,2010,Olivier Assayas,Todd McCarthy,The Hollywood Reporter,US
1071,1071, Zodiac ,2,2007,David Fincher,Todd McCarthy,The Hollywood Reporter,US
1072,1072, Leviathan ,3,2014,Andrey Zvyagintsev,Todd McCarthy,The Hollywood Reporter,US
1073,1073, Mulholland Drive ,4,2001,David Lynch,Todd McCarthy,The Hollywood Reporter,US
1074,1074, The Assassination of Jesse James by the Coward Robert Ford ,5,2007,Andrew Dominik,Todd McCarthy,The Hollywood Reporter,US
1075,1075, The Incredibles ,6,2004,Brad Bird,Todd McCarthy,The Hollywood Reporter,US
1076,1076, Children of Men ,7,2006,Alfonso Cuarón,Todd McCarthy,The Hollywood Reporter,US
1077,1077, Fantastic Mr Fox ,8,2009,Wes Anderson,Todd McCarthy,The Hollywood Reporter,US
1078,1078, Grizzly Man ,9,2005,Werner Herzog,Todd McCarthy,The Hollywood Reporter,US
1079,1079, Brokeback Mountain ,10,2005,Ang Lee,Todd McCarthy,The Hollywood Reporter,US
1080,1080, You Ain’t Seen Nothin’ Yet ,1,2012,Alain Resnais,Joe McElhaney,Hunter College,US
1081,1081, No Home Movie ,2,2015,Chantal Akerman,Joe McElhaney,Hunter College,US
1082,1082, The Romance of Astrea and Celadon ,3,2009,Éric Rohmer,Joe McElhaney,Hunter College,US
1083,1083, The Strange Case of Angelica ,4,2010,Manoel de Oliveira,Joe McElhaney,Hunter College,US
1084,1084, Michelangelo Eye to Eye ,5,2004,Michelangelo Antonioni,Joe McElhaney,Hunter College,US
1085,1085, Warming by the Devil's Fire ,6,2003,Charles Burnett,Joe McElhaney,Hunter College,US
1086,1086, The New World ,7,2005,Terrence Malick,Joe McElhaney,Hunter College,US
1087,1087, Café Lumière ,8,2003,Hou Hsiao-hsien,Joe McElhaney,Hunter College,US
1088,1088, You Will Meet a Tall Dark Stranger ,9,2010,Woody Allen,Joe McElhaney,Hunter College,US
1089,1089, The Hateful Eight ,10,2015,Quentin Tarantino,Joe McElhaney,Hunter College,US
1090,1090, Eternal Sunshine of the Spotless Mind ,1,2004,Michel Gondry,Drew McWeeny,HitFix,US
1091,1091," Crouching Tiger, Hidden Dragon ",2,2000,Ang Lee,Drew McWeeny,HitFix,US
1092,1092, Holy Motors ,3,2012,Leos Carax,Drew McWeeny,HitFix,US
1093,1093, City of God ,4,2002,Fernando Meirelles and Kátia Lund,Drew McWeeny,HitFix,US
1094,1094, Enter the Void ,5,2009,Gaspar Noé,Drew McWeeny,HitFix,US
1095,1095, Hedwig and the Angry Inch ,6,2001,John Cameron Mitchell,Drew McWeeny,HitFix,US
1096,1096, Melancholia ,7,2011,Lars von Trier,Drew McWeeny,HitFix,US
1097,1097, Mad Max: Fury Road ,8,2015,George Miller,Drew McWeeny,HitFix,US
1098,1098, The Lord of the Rings: The Fellowship of the Ring ,9,2001,Peter Jackson,Drew McWeeny,HitFix,US
1099,1099, Grizzly Man ,10,2005,Werner Herzog,Drew McWeeny,HitFix,US
1100,1100, Inherent Vice ,1,2014,Paul Thomas Anderson,Kim Morgan,Sight & Sound/Criterion,US
1101,1101, Mulholland Drive ,2,2001,David Lynch,Kim Morgan,Sight & Sound/Criterion,US
1102,1102, Melancholia ,3,2011,Lars von Trier,Kim Morgan,Sight & Sound/Criterion,US
1103,1103, There Will Be Blood ,4,2007,Paul Thomas Anderson,Kim Morgan,Sight & Sound/Criterion,US
1104,1104, Under the Skin ,5,2013,Jonathan Glazer,Kim Morgan,Sight & Sound/Criterion,US
1105,1105, Fat Girl ,6,2001,Catherine Breillat,Kim Morgan,Sight & Sound/Criterion,US
1106,1106, A Serious Man ,7,2009,Joel and Ethan Coen,Kim Morgan,Sight & Sound/Criterion,US
1107,1107, Battle Royale ,8,2000,Kinji Fukasaku,Kim Morgan,Sight & Sound/Criterion,US
1108,1108, The Turin Horse ,9,2011,Béla Tarr and Ágnes Hranitzky,Kim Morgan,Sight & Sound/Criterion,US
1109,1109, Bad Lieutenant: Port of Call New Orleans ,10,2009,Werner Herzog,Kim Morgan,Sight & Sound/Criterion,US
1110,1110, Mulholland Drive ,1,2001,David Lynch,Kate Muir,The Times,UK
1111,1111, The Tree of Life ,2,2011,Terrence Malick,Kate Muir,The Times,UK
1112,1112, Night Will Fall ,3,2014,André Singer,Kate Muir,The Times,UK
1113,1113, 12 Years a Slave ,4,2013,Steve McQueen,Kate Muir,The Times,UK
1114,1114, We Need to Talk About Kevin ,5,2011,Lynne Ramsay,Kate Muir,The Times,UK
1115,1115, Boyhood ,6,2014,Richard Linklater,Kate Muir,The Times,UK
1116,1116, Amour ,7,2012,Michael Haneke,Kate Muir,The Times,UK
1117,1117, The Lives of Others ,8,2006,Florian Henckel von Donnersmarck,Kate Muir,The Times,UK
1118,1118, Nostalgia for the Light ,9,2010,Patricio Guzmán,Kate Muir,The Times,UK
1119,1119, Red Road ,10,2006,Andrea Arnold,Kate Muir,The Times,UK
1120,1120, Before Midnight ,1,2013,Richard Linklater,Chris Nashawaty,Entertainment Weekly,US
1121,1121, Eternal Sunshine of the Spotless Mind ,2,2004,Michel Gondry,Chris Nashawaty,Entertainment Weekly,US
1122,1122, Munich ,3,2005,Steven Spielberg,Chris Nashawaty,Entertainment Weekly,US
1123,1123, The Social Network ,4,2010,David Fincher,Chris Nashawaty,Entertainment Weekly,US
1124,1124, The Grand Budapest Hotel ,5,2014,Wes Anderson,Chris Nashawaty,Entertainment Weekly,US
1125,1125, Sexy Beast ,6,2000,Jonathan Glazer,Chris Nashawaty,Entertainment Weekly,US
1126,1126, The Lobster ,7,2015,Yorgos Lanthimos,Chris Nashawaty,Entertainment Weekly,US
1127,1127, Inglourious Basterds ,8,2009,Quentin Tarantino,Chris Nashawaty,Entertainment Weekly,US
1128,1128, Best in Show ,9,2000,Christopher Guest,Chris Nashawaty,Entertainment Weekly,US
1129,1129, Gladiator ,10,2000,Ridley Scott,Chris Nashawaty,Entertainment Weekly,US
1130,1130, Yi Yi: A One and a Two ,1,2000,Edward Yang,Farran Smith Nehme,The New York Post/Film Comment,US
1131,1131, A Separation ,2,2011,Asghar Farhadi,Farran Smith Nehme,The New York Post/Film Comment,US
1132,1132, 25th Hour ,3,2002,Spike Lee,Farran Smith Nehme,The New York Post/Film Comment,US
1133,1133," 4 Months, 3 Weeks & 2 Days ",4,2007,Cristian Mungiu,Farran Smith Nehme,The New York Post/Film Comment,US
1134,1134, WALL-E ,5,2008,Andrew Stanton,Farran Smith Nehme,The New York Post/Film Comment,US
1135,1135, Phoenix ,6,2014,Christian Petzold,Farran Smith Nehme,The New York Post/Film Comment,US
1136,1136, Selma ,7,2014,Ava DuVernay,Farran Smith Nehme,The New York Post/Film Comment,US
1137,1137, Timbuktu ,8,2014,Abderrahmane Sissako,Farran Smith Nehme,The New York Post/Film Comment,US
1138,1138, About Elly ,9,2009,Asghar Farhadi,Farran Smith Nehme,The New York Post/Film Comment,US
1139,1139, I’m Going Home ,10,2001,Manoel de Oliveira,Farran Smith Nehme,The New York Post/Film Comment,US
